ID,ra,dec,istar,gmag,rmag,imag,zmag,W1,W2,psfgmag,psfrmag,psfimag,W3,W3err,J,Jerr,H,Herr,K,Kerr,umag,zs
1237652629641887863,14.8987877404743,-10.1922824405104,-146.3152,20.20965,19.18377,18.69469,18.42009,15.013,14.277,20.56684,19.66227,19.1747,11.984,0.307,9999,9999,9999,9999,9999,9999,21.2083,0.2154073
1237652901825019929,7.30921456211794,-9.00448332552835,-0.002599582,18.82886,18.40736,18.17559,17.86086,14.518,13.368,18.84278,18.42659,18.18855,9.822,0.047,16.586,0.127,16.138,9999,15.215,0.154,19.43235,2.080803
1237652901825085487,7.53915879546577,-9.03975992933083,-0.1777966,18.03814,17.94012,17.61865,17.60854,14.58,13.397,18.05078,17.93196,17.61803,10.512,0.075,16.747,0.16,15.696,0.158,15.746,9999,18.06542,1.788024
1237652901825282128,7.93723754877969,-9.10561693413842,-2.373365,18.48533,18.37065,18.51624,18.40181,13.99,12.835,18.5056,18.3815,18.53593,10.142,0.061,9999,9999,9999,9999,9999,9999,18.65445,0.9556686
1237652901827837984,13.7874369615144,-8.98743673314766,-0.08989762,18.8008,18.73726,18.75767,18.57353,15.866,14.876,18.81071,18.74008,18.76529,11.457,0.184,9999,9999,9999,9999,9999,9999,19.50357,2.485953
1237652946381635815,8.05522366180519,-10.9695235753105,-1.046394,19.95974,19.55942,19.16343,19.08372,15.916,14.456,19.97109,19.56895,19.18325,11.385,0.172,9999,9999,9999,9999,9999,9999,20.72826,1.695151
1237653651836961252,4.72732327698452,14.8789598035352,-13.71779,21.36305,20.3052,19.40253,19.1957,15.818,14.638,22.99346,22.02074,20.95535,11.086,0.177,9999,9999,9999,9999,9999,9999,23.31402,0.2087228
1237653652373504333,3.99979126503877,15.3942587252913,-0.03546107,21.412,20.10312,19.91187,19.96273,15.963,15.558,21.39966,20.09214,19.89575,11.768,0.254,9999,9999,9999,9999,9999,9999,24.87151,3.770929
1237656971300962435,10.5647405492199,-0.582071270684577,-2.095949,19.88117,19.66344,19.57353,19.36117,16.667,15.468,19.90013,19.66731,19.56194,12.206,0.368,9999,9999,9999,9999,9999,9999,20.13137,2.111
1237657065792733411,17.5291272161254,-3.06180346686718,-2.734189,21.54878,21.69756,21.43078,21.6988,17.107,16.258,21.57228,21.7414,21.4726,12.608,9999,9999,9999,9999,9999,9999,9999,21.93631,1.687501
1237657066329604311,17.5037414673182,-2.57725776995249,-1.999979,20.34186,19.97196,19.81573,19.52329,15.802,15.26,20.34519,19.96267,19.80196,11.391,0.176,9999,9999,9999,9999,9999,9999,21.60607,2.639385
1237657066329866336,18.1242950502309,-2.57315112212487,-20.57515,18.10147,17.81951,17.56118,17.43138,14.758,13.582,18.11891,17.82659,17.57166,10.057,0.054,16.339,0.105,16.048,0.151,15.614,0.17,19.35367,2.857433
1237657069546897733,23.711450164575,-0.988635726753379,-0.002063428,20.60842,20.35178,20.02228,19.78578,16.809,15.415,20.61406,20.34163,20.02735,11.962,0.273,9999,9999,9999,9999,9999,9999,21.30908,2.977459
1237657069546963064,23.8105440578332,-0.888616158608588,-1.358585,19.10213,18.93983,18.89098,18.59791,16.052,14.701,19.12313,18.94928,18.88768,11.68,0.199,9999,9999,9999,9999,9999,9999,19.34729,2.101929
1237657069547225205,24.4746371212289,-0.907292189286048,-2.800651,19.59758,19.55288,19.52571,19.31755,17.397,16.301,19.63212,19.58162,19.53876,12.686,0.474,9999,9999,9999,9999,9999,9999,20.10409,2.496397
1237657071157772420,24.3161798089777,0.308358488653077,-3.790859,18.75051,18.3793,18.16305,18.22711,15.016,13.465,18.7732,18.37683,18.16432,10.499,0.069,9999,9999,9999,9999,9999,9999,19.27501,1.498544
1237657071158755585,26.6255855760139,0.255921935568828,-0.6657287,20.27119,20.10875,20.20222,20.01058,15.301,14.203,20.29615,20.13113,20.25807,11.357,0.163,9999,9999,9999,9999,9999,9999,20.51881,0.9229407
1237657071158952078,27.0047544509688,0.410095669084692,-0.2956907,20.27533,20.07898,19.97941,19.72744,15.532,14.604,20.29101,20.08777,19.9921,11.631,0.169,9999,9999,9999,9999,9999,9999,20.90742,0.8239975
1237657071158952799,27.0594596090314,0.225505454071235,-0.5956343,22.27493,21.65532,21.0503,20.41697,16.978,15.533,22.33134,21.72721,21.107,12.145,0.263,9999,9999,9999,9999,9999,9999,22.35201,2.0609
1237657071159083225,27.3494580212111,0.269074965918445,-1.739627,21.57307,21.85402,21.58921,21.32693,17.02,16.25,21.60832,21.91315,21.68557,12.827,0.497,9999,9999,9999,9999,9999,9999,21.61707,2.077537
1237657071694381312,23.6893292822097,0.642843884765302,-9.642187,20.01566,19.77782,19.69385,19.633,16.506,15.102,20.02553,19.76798,19.68057,12.195,0.309,9999,9999,9999,9999,9999,9999,20.14863,1.391325
1237657190905741604,1.16655425411307,-0.0295614213546194,-381.9054,20.05322,19.6019,19.0674,18.75278,14.755,14.586,20.51157,20.31396,19.88564,12.328,0.417,9999,9999,9999,9999,9999,9999,20.65328,0.5837727
1237657190905741620,1.20827397382237,-0.095871768521711,-1.719306,21.0824,20.59966,20.48986,20.24715,15.805,14.893,21.12898,20.66442,20.55565,10.776,0.114,9999,9999,9999,9999,9999,9999,21.58363,1.027382
1237657190909542589,9.88915446895714,-0.129217485364401,-166.0666,19.73648,19.70046,19.30258,19.18482,14.903,14.253,19.92706,20.0172,19.71563,11.93,0.299,9999,9999,9999,9999,9999,9999,20.0898,0.5765522
1237657190910001789,10.9600239985875,-0.175972027160364,-0.2928145,22.72368,21.6086,20.95126,20.09206,16.096,15.572,23.14942,22.34414,21.50391,12.348,9999,9999,9999,9999,9999,9999,9999,24.19382,0.7496368
1237657191445037776,6.80937901561555,0.368887514194369,-0.1421953,22.12999,21.87385,21.62224,21.17117,17.243,15.55,22.21072,21.9442,21.74813,12.009,9999,9999,9999,9999,9999,9999,9999,22.25094,1.566539
1237657191445627208,8.17788400013114,0.399484321747904,-0.4101439,21.64719,21.00415,20.91874,20.70665,17.128,15.571,21.69586,21.08857,20.97319,12.107,9999,9999,9999,9999,9999,9999,9999,21.50424,1.173749
1237657191446675496,10.4578140656137,0.407377733228095,-0.004265708,20.13716,19.99069,19.94415,19.83247,16.254,14.683,20.13569,19.97648,19.93895,11.714,0.319,9999,9999,9999,9999,9999,9999,20.18256,1.058352
1237657191446741167,10.6472872068994,0.350041161099626,-0.001612758,21.40635,21.26372,21.86229,21.62663,13.38,13.148,21.41935,21.28191,21.89315,12.22,9999,14.476,0.03,13.892,0.046,13.653,0.048,21.91296,2.573789
1237657191979679994,1.66950513319665,0.643971557858488,-0.6008087,20.64878,20.13689,20.03835,20.13622,16.996,15.545,20.64938,20.13284,20.03716,12.038,0.314,9999,9999,9999,9999,9999,9999,20.89876,1.338598
1237657353015197838,11.0869606111962,-4.32130493357672,-0.04681104,19.2729,18.96579,18.99246,19.06697,15.308,13.878,19.29114,18.97604,19.00532,11.1,0.144,9999,9999,9999,9999,9999,9999,19.33294,1.187029
1237657353551544836,10.5420422066626,-5.52666366357738,-0.1183619,21.96497,21.53857,21.43941,21.07681,16.388,15.716,22.03325,21.63936,21.57403,12.689,9999,9999,9999,9999,9999,9999,9999,22.22648,1.42788
1237657354088218817,10.1551912383203,-6.00780127164895,-0.7646204,21.20741,21.01048,20.65059,20.25391,16.97,15.32,21.21067,20.99061,20.6573,11.704,0.217,9999,9999,9999,9999,9999,9999,21.4715,1.705264
1237663204918755434,10.4738863598784,0.698709893816547,-10.70334,19.95641,19.91513,19.5289,19.36612,15.338,14.685,20.12189,20.19119,19.81739,11.877,0.319,9999,9999,9999,9999,9999,9999,20.1876,0.5583072
1237663204919083399,11.2739044843631,0.745313321188217,-0.1744798,20.6979,20.49834,20.18838,20.07849,16.968,15.603,20.70824,20.51282,20.21663,11.467,0.3,9999,9999,9999,9999,9999,9999,21.20158,1.59257
1237663204922228844,18.4241486580867,0.833482212809791,-0.1857283,19.7819,19.8625,19.49451,19.52527,16.921,15.881,19.7901,19.87334,19.51375,11.967,9999,9999,9999,9999,9999,9999,9999,19.76037,1.808089
1237663277928284550,1.12487590360229,0.52035904962831,-0.2746061,22.5017,22.41365,21.91703,21.33258,16.622,15.655,22.59718,22.549,22.00198,12.565,9999,9999,9999,9999,9999,9999,9999,22.92208,1.761214
1237663278464959501,0.783113369712879,0.912605689243094,-2.119403,23.62418,22.02555,20.93801,19.8931,15.828,15.492,24.22952,23.51193,21.98211,12.122,9999,9999,9999,9999,9999,9999,9999,23.52874,1.711734
1237663716017438986,7.03336398494594,0.591326721788054,-0.5492021,20.85958,20.68119,20.27786,20.28667,16.718,15.87,20.8714,20.68435,20.27436,12.639,9999,9999,9999,9999,9999,9999,9999,21.06993,1.856872
1237663716017963204,8.30339247652194,0.57637144222899,-0.3221286,19.88078,19.95402,20.01873,19.82489,17.175,16.375,19.88912,19.96593,20.02902,12.656,9999,9999,9999,9999,9999,9999,9999,20.47235,2.303599
1237663716019208608,11.1725804590751,0.439933460086653,-0.07463361,20.8828,20.81139,20.72546,20.4828,17.205,15.945,20.8954,20.84591,20.75319,11.761,9999,9999,9999,9999,9999,9999,9999,21.01015,0.77856
1237663716555555677,10.016077137636,0.981737614065207,-5.437383,22.03445,20.62436,19.85407,19.14101,14.272,12.914,22.05789,20.66217,19.90558,9.511,0.04,9999,9999,9999,9999,9999,9999,22.97127,6.370482
1237663716555883087,10.653229968601,0.916679131587864,-34.67685,21.66712,20.36324,19.56353,19.29494,14.854,14.498,22.79896,21.58584,20.74216,11.588,9999,9999,9999,9999,9999,9999,9999,23.84761,0.498833
1237663782590546173,8.58593241842198,-1.15479876835928,-0.3707165,20.39985,20.24139,20.12658,19.97097,16.699,15.763,20.41855,20.2282,20.12538,11.874,9999,9999,9999,9999,9999,9999,9999,21.2633,2.852654
1237663783125450921,4.18958139719079,-0.732623481740694,-0.4978092,19.69539,19.70112,19.58009,19.61822,16.762,15.577,19.72397,19.72449,19.60624,12.049,0.322,9999,9999,9999,9999,9999,9999,20.23558,2.249249
1237663783128137796,10.2917472728792,-0.736631588404553,-15.0629,18.72871,18.66227,18.41362,18.4253,15.499,14.317,18.75551,18.66941,18.3907,11.01,0.123,9999,9999,9999,9999,9999,9999,18.8708,1.823901
1237663783131480454,17.9109881233469,-0.769320547860436,-9.915024,21.2584,20.97237,20.11144,19.73196,15.57,14.794,21.53538,21.41608,20.56138,11.913,9999,9999,9999,9999,9999,9999,9999,22.20725,0.6621541
1237663783134036348,23.6512936407652,-0.74233388969884,-0.5605938,22.48388,21.85876,21.81895,21.5343,16.626,15.365,22.58363,22.02003,22.0462,12.589,9999,9999,9999,9999,9999,9999,9999,22.30176,1.461205
1237663783134101541,23.8403457334061,-0.733920339636727,-12314.19,17.11691,16.61362,16.19961,16.01295,12.776,12.074,18.23284,17.81438,17.37897,8.558,0.023,15.335,0.072,14.533,0.069,13.733,0.06,18.05837,0.09861597
1237663783661011198,1.09390247407423,-0.343472929059826,-0.08545099,20.48828,20.22852,20.11762,20.01882,16.74,15.68,20.49968,20.21356,20.12005,12.453,0.495,9999,9999,9999,9999,9999,9999,20.60992,1.303124
1237663783662452851,4.3949412843873,-0.318991857965321,-25.92926,19.24887,19.09263,19.03999,18.8097,15.091,14.392,19.26754,19.11044,19.08586,11.481,0.198,9999,9999,9999,9999,9999,9999,19.53872,2.096905
1237663783665336373,10.9579528267316,-0.310018603773146,-0.1424874,19.91319,19.71597,19.77954,20.00932,16.281,15.121,19.93077,19.73166,19.80121,12.38,9999,9999,9999,9999,9999,9999,9999,20.06825,1.113027
1237663783668285806,17.6726151901151,-0.335300529648802,-0.08560576,22.55537,22.60781,22.04493,21.33913,17.218,16.503,22.72429,22.83171,22.17673,12.744,9999,9999,9999,9999,9999,9999,9999,22.86456,1.719366
1237663783668351529,17.8512936717506,-0.292413534997386,-1.06142,23.27311,21.82335,21.47583,21.02949,16.252,15.475,23.26218,21.82385,21.44619,11.967,0.288,9999,9999,9999,9999,9999,9999,24.77893,1.288016
1237663783668548217,18.3987106080443,-0.420770616949653,-1.077657,22.96273,22.25935,21.80491,21.3869,17.26,16.032,22.96295,22.24792,21.86942,12.644,9999,9999,9999,9999,9999,9999,9999,23.58645,0.8530205
1237663783670776419,23.4666486895747,-0.286417207298268,-0.2578739,21.40774,20.35724,20.24874,20.28041,16.469,15.66,21.40234,20.3539,20.24695,12.313,0.387,9999,9999,9999,9999,9999,9999,23.56122,3.609704
1237663783670973094,23.9108430381102,-0.309168722891751,-0.03707549,22.91553,22.05662,21.63241,21.16534,16.382,15.359,23.20602,22.38346,21.9945,12.192,9999,9999,9999,9999,9999,9999,9999,23.30314,0.9890844
1237663783671365645,24.744543439357,-0.260228227799532,-5.736434,18.93402,18.92079,18.73775,18.70544,16.175,14.795,18.95218,18.93066,18.73186,11.383,0.157,9999,9999,9999,9999,9999,9999,19.02921,1.797731
1237663784197816767,0.928816128913544,0.0559880881210126,-1.23283,23.20074,22.10268,21.35142,21.64517,17.082,16.722,23.35782,22.40042,21.64377,12.65,9999,9999,9999,9999,9999,9999,9999,24.65603,0.519685
1237663784199192830,4.07490158638105,0.172467407214146,-7.700084,18.92999,18.88684,18.66116,18.69917,15.529,14.109,18.94237,18.89317,18.64391,10.826,0.117,9999,9999,9999,9999,9999,9999,19.11342,1.54688
1237663784200569195,7.33219866463665,0.050716896766724,-1.382237,21.03548,21.00896,20.80288,20.74412,16.982,15.573,21.04619,21.01015,20.80809,12.329,9999,9999,9999,9999,9999,9999,9999,21.16203,1.689547
1237663784202142171,10.9020904096459,0.093828451650856,-0.6311188,20.39303,19.98313,19.77171,19.67501,16.896,15.631,20.39662,19.97667,19.79362,11.948,0.407,9999,9999,9999,9999,9999,9999,21.64993,3.124016
1237663784205549872,18.5749918482948,0.148875103636515,-0.001391109,21.04346,20.72949,20.35264,20.08956,17.301,15.572,21.05751,20.75443,20.37108,12.57,9999,9999,9999,9999,9999,9999,9999,21.73772,1.896843
1237663784207712367,23.5803359886364,0.140407813434218,-0.7565242,20.18746,19.84477,19.92091,19.87164,16.011,14.759,20.20004,19.85598,19.94809,11.869,0.244,9999,9999,9999,9999,9999,9999,20.37698,1.113772
1237663784207843936,23.8833136298295,0.19235182302641,-0.0049334,21.1519,20.21637,19.85893,19.65893,15.633,14.354,21.1639,20.21593,19.86267,11.3,0.146,9999,9999,9999,9999,9999,9999,22.73462,1.152517
1237663784207909110,24.0457274383596,0.0808964429491121,-0.2181013,19.85413,19.85089,19.45151,19.34842,15.293,13.867,19.86675,19.85433,19.46179,10.883,0.093,9999,9999,9999,9999,9999,9999,20.08292,1.569426
1237663784208236592,24.806274908273,0.0142359853543218,-0.06918104,21.5667,21.36518,21.05071,20.7885,16.835,15.495,21.62765,21.50175,21.17014,12.381,0.381,9999,9999,9999,9999,9999,9999,22.02688,1.560642
1237663784742421237,18.6292746025393,0.439298029189745,-0.009417174,22.04667,22.26083,21.83387,21.65871,16.852,16.38,22.0313,22.2526,21.82241,12.673,9999,9999,9999,9999,9999,9999,9999,22.59979,1.764755
1237663784744648930,23.6804638668761,0.504049455069011,-0.2528304,21.14557,20.906,20.81803,20.56302,16.328,15.794,21.18146,20.96946,20.87061,12.123,9999,9999,9999,9999,9999,9999,9999,21.32014,1.11893
1237663784744649915,23.7599424028011,0.574111395372296,-0.7830936,23.53034,22.06234,21.05331,19.92936,15.861,15.868,24.29371,23.18924,22.17745,12.829,9999,9999,9999,9999,9999,9999,9999,24.33948,0.3117557
1237663784746418770,27.750172627886,0.466564350964427,-0.1321072,22.18586,21.64286,21.2477,20.9444,16.784,16.581,22.491,22.10578,21.68583,12.932,9999,9999,9999,9999,9999,9999,9999,22.36163,0.8364978
1237663785277194466,13.7962620139803,1.0158163739641,-0.2007555,21.15395,20.66359,20.49564,20.53967,16.238,15.425,21.18069,20.65883,20.49533,12.505,9999,9999,9999,9999,9999,9999,9999,21.2754,1.458885
1237663785277325538,14.1670243282982,0.861150666573595,-5.125305,21.93607,21.58311,21.54465,21.21219,17.332,16.177,22.07682,21.77578,21.69971,11.939,9999,9999,9999,9999,9999,9999,9999,21.87713,1.313937
1237663785278963975,17.9520309311491,0.906003643114145,-0.1884078,21.21486,21.3342,20.7871,21.00289,17.24,15.58,21.23631,21.33135,20.79709,11.939,9999,9999,9999,9999,9999,9999,9999,21.00389,1.880539
1237663785281716330,24.1734613103653,0.894601978392563,-1.293349,20.47881,20.55937,20.33667,20.38984,16.842,15.183,20.49841,20.55039,20.34523,12.349,9999,9999,9999,9999,9999,9999,9999,20.65057,1.646634
1237663785281782103,24.3608469902394,1.01942889522348,-19.35215,20.7072,20.04807,19.64935,19.43836,16.533,16.03,20.92871,20.32454,19.92736,12.402,9999,9999,9999,9999,9999,9999,9999,21.17377,0.2442006
1237663785281979065,24.7621502834837,0.90952403467778,-0.01951857,23.07347,22.35441,22.21808,22.45126,17.28,15.406,23.29433,22.875,22.76693,11.134,0.145,9999,9999,9999,9999,9999,9999,23.63538,2.225874
1237663785282961459,27.0662480501428,0.877824267626047,-0.2310831,23.376,22.20561,21.40508,20.56262,16.059,14.738,23.57178,22.3758,21.51904,11.94,0.219,9999,9999,9999,9999,9999,9999,22.9219,0.9648787
1237663785283289996,27.818302185326,0.87293333133659,-1.460559,25.13083,22.43916,21.37899,21.09099,15.553,14.772,24.79263,23.08873,22.15844,11.982,0.226,9999,9999,9999,9999,9999,9999,23.44564,0.8525525
1237666089520791809,20.020176302535,28.4103203164796,-0.2848718,20.36177,20.08416,20.08428,19.94741,16.516,15.27,20.36522,20.07544,20.09321,12.447,0.295,9999,9999,9999,9999,9999,9999,21.0655,6.736571
1237666089520923142,20.0826053567447,28.6790286620392,-0.648068,21.82893,21.31052,21.31202,21.03815,16.969,15.725,21.84331,21.38377,21.34854,12.388,9999,9999,9999,9999,9999,9999,9999,22.09563,1.187343
1237666090057990381,19.7873281636345,29.1088781237437,-0.5351424,20.30713,19.9481,19.9305,20.15744,16.471,15.248,20.30337,19.94554,19.93509,12.369,0.278,9999,9999,9999,9999,9999,9999,20.52431,1.15044
1237666090592829928,18.7436635929229,24.551468195815,-0.7975509,20.93167,20.78726,20.27182,20.33133,17.254,15.674,20.96176,20.82052,20.30186,12.475,9999,9999,9999,9999,9999,9999,9999,21.13662,1.743379
1237666183500792537,1.34433886093666,34.6123648652164,-8.657304,23.61919,21.64535,20.39868,19.73231,16.26,16.927,24.00401,22.90711,21.53033,12.93,9999,9999,9999,9999,9999,9999,9999,24.04824,1.061622
1237666185648210656,359.854360415446,35.8708785663652,-0.08515809,22.01787,21.74095,21.46893,20.77466,16.743,16.041,22.06057,21.81042,21.47597,12.848,9999,9999,9999,9999,9999,9999,9999,22.35772,1.047095
1237666214076154131,20.259374803729,28.4313008232985,-2.058749,19.37509,19.18454,18.87862,18.86694,15.295,14.276,19.40035,19.21201,18.91076,11.662,0.158,9999,9999,9999,9999,9999,9999,19.7289,0.5998278
1237666214076219813,20.4152781618831,28.5862255111294,-0.4869837,20.74702,20.16228,20.36302,20.17474,15.7,14.575,20.77651,20.17451,20.36888,11.874,0.2,9999,9999,9999,9999,9999,9999,20.83544,1.31078
1237666214612959552,19.7867724575213,28.3771606968959,-1.279263,19.18937,19.03044,18.77479,18.8382,16,14.491,19.21029,19.04371,18.77291,11.432,0.129,9999,9999,9999,9999,9999,9999,19.56707,1.591259
1237666214613156269,20.0100597035349,28.8132549001827,-2.165296,21.887,21.62656,21.05529,20.89565,17.335,15.979,21.90792,21.66101,21.09167,12.04,0.213,9999,9999,9999,9999,9999,9999,22.17049,1.690671
1237666215147733434,18.6454979073308,23.7094631558174,-1.072811,21.22497,20.84581,20.87783,20.61436,16.752,15.776,21.25075,20.8549,20.88829,12.689,0.416,9999,9999,9999,9999,9999,9999,21.11506,1.301574
1237666215147995437,18.7410436461116,24.2819923249219,-0.4038917,19.60341,19.52376,19.32584,19.31802,16.187,14.911,19.60906,19.52263,19.3352,12.047,0.246,9999,9999,9999,9999,9999,9999,19.98894,1.627191
1237666274737389877,17.6926006776554,24.0835673122537,-1.050867,20.29046,20.26948,19.91357,19.75498,16.947,15.972,20.30083,20.28541,19.92853,12.484,0.326,9999,9999,9999,9999,9999,9999,20.41525,1.770277
1237666339189817464,18.485822443247,-0.0815199285364488,-0.4029044,20.11687,20.16214,19.93756,19.93712,17.504,15.511,20.1415,20.1744,19.95968,12.26,0.377,9999,9999,9999,9999,9999,9999,20.18274,1.66282
1237666339189948717,18.7933040468711,-0.102683141785854,-0.3981597,20.92148,20.63874,20.2463,20.24408,16.159,15.263,20.93253,20.62527,20.25197,11.917,9999,9999,9999,9999,9999,9999,9999,21.58878,1.515676
1237666339190014159,18.9073263933599,-0.133673624138902,-0.01121569,22.40055,22.03874,21.83983,21.73081,16.695,16.631,22.42568,22.03463,21.87385,12.635,9999,9999,9999,9999,9999,9999,9999,24.43986,0.9783446
1237666340798464278,14.092381323997,1.12123258739831,-0.2395612,20.74837,20.66584,20.25973,20.20525,15.905,15.628,20.83927,20.77376,20.352,12.559,0.508,9999,9999,9999,9999,9999,9999,21.02185,0.6654869
1237666340800168537,17.9514776901689,1.17323874728482,-0.9587182,22.73421,22.06521,21.46561,21.33421,17.705,15.769,22.84494,22.20615,21.6165,12.615,9999,9999,9999,9999,9999,9999,9999,23.30277,1.787248
1237666340800364996,18.3368879221522,1.15223580965396,-0.4222715,21.10783,20.80796,20.7297,20.56774,16.577,16.339,21.29052,21.04131,20.9406,11.923,9999,9999,9999,9999,9999,9999,9999,21.95962,2.592094
1237666407916372460,24.7067470974746,-0.124961917750958,-0.4490146,22.31948,22.00556,21.96972,22.023,16.577,14.57,22.39129,22.14864,22.05566,10.699,0.077,9999,9999,9999,9999,9999,9999,22.45145,1.956875
1237666407917158915,26.5604067878236,-0.0470485331027826,-0.4352345,22.16481,21.58717,21.25131,20.86296,17.384,15.596,22.2137,21.6413,21.28607,11.985,9999,9999,9999,9999,9999,9999,9999,22.76248,1.566533
1237666407917682796,27.7911710856802,-0.209532905119769,-0.5262036,20.1081,19.88227,19.79097,19.96491,16.3,14.935,20.12935,19.90025,19.79258,12.523,0.357,9999,9999,9999,9999,9999,9999,20.17534,1.204468
1237667227146911847,27.9414096416263,5.70148149639743,-0.8837377,18.53557,18.54162,18.53391,18.42411,15.583,14.324,18.53916,18.53623,18.54115,10.712,0.075,9999,9999,9999,9999,9999,9999,19.03406,2.240387
1237667227683652147,27.6431372711841,6.18982524486625,-0.006730705,22.10399,21.25819,20.41302,20.16689,15.871,14.797,22.07381,21.22397,20.42573,11.705,0.174,9999,9999,9999,9999,9999,9999,22.81452,1.929476
1237667228220653761,27.9298007684746,6.68794338219428,-0.834475,20.99667,20.84412,20.80351,20.43403,15.64,15.492,21.01663,20.96622,20.95017,12.764,0.534,9999,9999,9999,9999,9999,9999,21.54607,0.7052787
1237667229830677111,26.734724591228,8.00194238814915,-1.082304,22.03751,21.97215,21.6857,21.81897,17.443,16.759,22.15585,22.12916,21.77626,12.908,9999,9999,9999,9999,9999,9999,9999,22.32104,1.432756
1237669701589729504,20.5550015024261,6.65965256305343,-0.2687285,20.68843,20.51385,20.42135,20.01227,16.035,15.605,20.73028,20.57547,20.4768,12.455,9999,9999,9999,9999,9999,9999,9999,20.8595,0.9392539
1237669702660718826,14.3083128054398,7.76247916571467,-2.486597,20.5197,20.41785,20.00989,19.62676,16.981,15.701,20.53901,20.43155,20.04357,12.218,9999,9999,9999,9999,9999,9999,9999,21.18596,2.168032
1237669703197130904,13.1981126439748,8.11208725706986,-0.5139249,20.4348,20.19345,19.98257,19.8876,16.172,14.751,20.43695,20.2037,19.98922,11.347,0.176,9999,9999,9999,9999,9999,9999,20.77861,1.328237
1237669765473108246,7.92432276869988,6.24227240753973,-10.67716,20.34477,20.10576,19.94139,19.55773,15.417,14.672,20.38923,20.15838,20.0421,11.606,0.244,9999,9999,9999,9999,9999,9999,20.80198,0.7330135
1237669765475926099,14.3239477444736,6.26836467327195,-1.831099,19.71426,19.65553,19.38972,19.49042,16.394,14.897,19.71728,19.64796,19.3734,11.643,0.212,9999,9999,9999,9999,9999,9999,20.03157,1.650251
1237669765479007258,21.4194249799564,6.14463236964467,-7.609483,22.51005,22.39272,20.71485,19.79611,15.684,15.255,23.81415,23.26325,22.13237,12.217,9999,9999,9999,9999,9999,9999,9999,23.64248,0.7690158
1237669765479203110,21.9008441465648,6.01556690465911,-0.4562657,21.17293,20.44698,20.39347,20.23213,15.322,13.952,21.20997,20.47229,20.41569,11.18,0.128,9999,9999,9999,9999,9999,9999,21.41056,1.195375
1237669766010110210,8.19385105214263,6.6652159135767,-0.03457307,21.68759,21.20452,20.83738,20.73647,16.367,15.806,21.6873,21.19572,20.84461,11.949,9999,9999,9999,9999,9999,9999,9999,21.88255,1.476745
1237669766012469561,13.6461112173638,6.76523553400706,-2.412479,20.83741,20.31618,20.36685,20.36519,15.965,14.748,20.85997,20.32191,20.38727,11.38,0.158,9999,9999,9999,9999,9999,9999,21.08848,1.104781
1237669766549143997,13.2316366984042,7.15118853609341,-0.01659404,22.81898,20.94027,20.88319,20.36025,16.399,15.954,22.84847,20.9918,20.91653,12.333,9999,9999,9999,9999,9999,9999,9999,23.16913,3.930271
1237669766549274839,13.5712509730304,7.20389231435688,-0.5187574,21.17609,20.81948,20.74021,20.60318,17.295,15.65,21.18644,20.83866,20.77111,11.645,9999,9999,9999,9999,9999,9999,9999,21.0338,1.354482
1237669767086080193,13.3303107120543,7.62241533228046,-0.5836458,21.00562,20.74686,20.45249,20.28576,16.099,15.234,21.04334,20.79912,20.52811,12.525,0.525,9999,9999,9999,9999,9999,9999,21.45134,0.6819936
1237669767086342363,13.9627748759206,7.46970691331705,-0.0509448,20.45671,20.2166,20.07005,20.22039,16.283,14.799,20.45224,20.22237,20.07737,11.506,0.202,9999,9999,9999,9999,9999,9999,20.77764,1.379747
1237669767622820039,13.0546008658864,8.03782837312905,-0.4896293,21.2529,20.84446,20.65959,20.34346,16.026,15.115,21.34182,20.96002,20.75326,12.156,0.363,9999,9999,9999,9999,9999,9999,21.60694,1.75392
1237669767623147641,13.7783127780827,7.92369802580435,-0.8540008,19.78018,19.53225,19.21245,19.19349,15.745,14.205,19.78988,19.53227,19.20715,11.554,0.251,9999,9999,9999,9999,9999,9999,20.01775,1.656293
1237669768160543439,15.1085481718148,8.33080323138291,-0.8611862,21.30454,21.18171,20.94943,20.56118,16.301,15.909,21.45152,21.36485,21.10664,11.339,0.175,9999,9999,9999,9999,9999,9999,22.14321,0.7195232
1237670014577803912,21.4594094155657,6.20039262088963,-23.64192,21.65963,21.26932,20.62026,20.09352,16.138,14.963,21.72061,21.27637,20.64998,11.453,0.164,9999,9999,9999,9999,9999,9999,22.41298,5.670502
1237670014580293634,27.0438985522322,6.10039654596408,-26.20216,18.2078,17.90725,17.92828,17.97596,14.428,13.105,18.2363,17.91337,17.93643,10.475,0.061,9999,9999,9999,9999,9999,9999,18.227,1.283275
1237670015114346661,20.7158822117565,6.73219844775463,-2.012944,19.67816,19.54972,19.60278,19.46182,15.408,14.26,19.71129,19.59218,19.67223,11.993,0.279,9999,9999,9999,9999,9999,9999,20.22063,0.7544108
1237670015114870924,21.8573427030652,6.55969877798432,-0.3677073,19.76159,19.52203,19.43074,19.41062,16.434,15.146,19.76654,19.54548,19.44659,11.76,0.208,9999,9999,9999,9999,9999,9999,21.51779,2.921907
1237670015117164803,27.0822701174918,6.52937964082966,-1.010911,20.88997,20.31071,20.36688,20.05909,15.566,14.762,20.92734,20.38604,20.41688,12.179,9999,9999,9999,9999,9999,9999,9999,21.43755,1.006734
